user_id,gender
5529,1
710,0
4923,1
2153,0
1272,0
2316,1
2094,0
3127,0
742,1
296,0
3694,2
1142,0
408,0
5285,0
3949,0
1620,0
2053,0
5593,1
5758,1
865,0
805,0
655,1
4817,1
2515,1
5670,0
23,1
1421,0
5654,1
5255,0
2436,0
4160,0
1630,1
2517,0
3585,0
2857,1
5385,0
5634,1
4489,0
4742,0
2966,0
254,0
2549,0
1193,1
221,2
1741,0
4248,1
4220,0
1161,1
1400,1
4351,0
881,2
5672,1
4795,0
565,0
755,0
2499,0
3693,0
1876,1
79,0
2337,0
5590,0
2803,1
763,0
1599,0
2288,1
5261,1
5025,2
1883,0
4732,0
2191,2
5623,0
2299,0
167,1
3250,0
5251,0
3450,1
1509,2
4661,1
3167,1
228,2
530,1
2377,0
1371,0
4868,2
84,0
3926,1
1022,0
4818,0
676,0
5903,2
5819,0
1448,0
1657,1
1695,0
1669,1
5205,0
4327,0
1616,2
1097,0
3515,0
3103,0
4635,0
4570,0
37,1
1498,0
3646,0
1454,1
2456,2
691,1
2195,0
3491,2
706,0
1220,0
5962,0
2450,0
1406,1
4766,1
5206,0
4600,0
1892,1
1514,0
4028,1
506,1
3753,0
1566,0
3340,0
93,0
4645,1
2119,0
2323,0
4925,2
3887,0
3024,1
1738,0
2306,0
1699,0
6029,0
2380,1
3872,2
783,0
535,0
4145,0
1780,1
5832,1
1194,1
3605,1
5784,1
1595,1
1737,0
1533,2
5522,0
4053,0
5302,1
263,2
625,0
3204,1
4905,2
177,2
1172,2
2941,1
5169,0
2826,0
156,0
3618,0
2142,0
1543,2
1773,0
31,1
1672,0
6032,0
5609,1
3764,1
5996,1
308,0
810,0
4304,1
808,0
1183,1
2144,0
4383,0
4832,0
3198,0
2937,1
5851,1
4862,2
3405,1
5186,0
3352,2
4480,0
538,0
2622,0
1086,0
4397,1
3751,1
80,1
3245,1
1971,0
3859,0
501,0
3133,0
1951,0
3710,2
4086,2
5971,1
1505,2
1223,0
1654,0
3660,2
4006,0
5453,0
157,0
3372,0
5345,1
787,0
233,0
469,1
5977,0
5965,1
4879,1
1163,1
5876,0
5870,1
5719,0
1002,0
3085,0
4855,0
1047,0
401,0
996,0
2412,1
3193,0
1964,0
2348,0
1732,0
3833,2
5599,1
5696,0
2707,0
5142,0
561,0
2619,0
1728,0
2572,0
4959,0
683,0
319,0
2417,1
4139,0
1075,1
4127,0
4539,1
4195,0
2042,0
4793,1
1074,1
3849,0
4428,2
50,1
2809,1
3442,1
3411,0
3634,2
4122,2
4851,0
3504,1
4840,0
3896,0
2820,0
1916,0
2114,0
4506,0
6007,0
1507,1
465,0
4121,0
2018,0
1871,0
4857,0
3154,0
4235,1
239,2
199,1
926,1
346,1
5446,0
2314,0
2662,1
1765,2
4403,2
2318,0
2828,0
101,0
4343,0
371,1
5667,1
2083,0
1073,0
3341,1
4648,0
323,0
2943,2
4366,0
2402,0
1119,0
4790,0
1383,0
4651,1
5470,0
